"date","season","competition","type","name","nation","rank","course.rank","tot.time","course.time","location","elevation","height.diff","max.climb","total.climb","birthday","snow.conditions","snow.temperature","air.temperature","weather.conditions","fails.total","speed","age","home"
"16-3-13","15-16","M","C","BESCOND Anais","FRA",5,5,2167.7,1892.4,"Oslo Holmenkollen",330,50,45,437,"15.5.1987","Packed",0,3.6,"Mostly Cloudy",2,6.60536884379624,28.8494292237443,"Aboard"
"16-3-13","15-16","M","C","VITKOVA Veronika","CZE",6,6,2171.2,1897,"Oslo Holmenkollen",330,50,45,437,"9.12.1988","Packed",0,3.6,"Mostly Cloudy",2,6.58935160780179,27.2767123287671,"Aboard"
"16-3-13","15-16","M","C","OLSBU Marte","NOR",7,4,2172.4,1887,"Oslo Holmenkollen",330,50,45,437,"7.12.1990","Packed",0,3.6,"Mostly Cloudy",3,6.62427133015368,25.2821917808219,"Home"
"16-3-13","15-16","M","C","PREUSS Franziska","GER",8,7,2172.7,1898.3,"Oslo Holmenkollen",330,50,45,437,"11.3.1994","Packed",0,3.6,"Mostly Cloudy",2,6.58483906653321,22.0219178082192,"Aboard"
"16-3-13","15-16","M","C","BIRKELAND Fanny Horn","NOR",9,11,2179.6,1912.5,"Oslo Holmenkollen",330,50,45,437,"8.3.1988","Packed",0,3.6,"Mostly Cloudy",2,6.5359477124183,28.0328767123288,"Home"
"16-3-13","15-16","M","C","SKARDINO Nadezhda","BLR",10,15,2180.5,1935.8,"Oslo Holmenkollen",330,50,45,437,"27.3.1985","Packed",0,3.6,"Mostly Cloudy",0,6.45727864448807,30.9835616438356,"Aboard"
"16-3-13","15-16","M","C","DUNKLEE Susan","USA",11,3,2188.9,1883.9,"Oslo Holmenkollen",330,50,45,437,"13.2.1986","Packed",0,3.6,"Mostly Cloudy",3,6.63517171824407,30.0986301369863,"Aboard"
"16-3-13","15-16","M","C","BRAISAZ Justine","FRA",12,12,2192.7,1912.6,"Oslo Holmenkollen",330,50,45,437,"4.7.1996","Packed",0,3.6,"Mostly Cloudy",2,6.53560598138659,19.7042237442922,"Aboard"
"16-3-13","15-16","M","C","YURLOVA-PERCHT Ekaterina","RUS",13,17,2194.7,1947.1,"Oslo Holmenkollen",330,50,45,437,"23.2.1985","Packed",0,3.6,"Mostly Cloudy",1,6.41980381079554,31.0712328767123,"Aboard"
"16-3-13","15-16","M","C","HILDEBRAND Franziska","GER",14,16,2208.7,1942.6,"Oslo Holmenkollen",330,50,45,437,"24.3.1987","Packed",0,3.6,"Mostly Cloudy",1,6.43467517759704,28.9917808219178,"Aboard"
"16-3-13","15-16","M","C","CRAWFORD Rosanna","CAN",15,18,2214.2,1950.7,"Oslo Holmenkollen",330,50,45,437,"23.5.1988","Packed",0,3.6,"Mostly Cloudy",2,6.4079561183165,27.8247716894977,"Aboard"
"16-3-13","15-16","M","C","VARVYNETS Iryna","UKR",16,23,2219.6,1979.7,"Oslo Holmenkollen",330,50,45,437,"4.7.1992","Packed",0,3.6,"Mostly Cloudy",1,6.31408799313027,23.7069634703196,"Aboard"
"16-3-13","15-16","M","C","VITTOZZI Lisa","ITA",17,22,2223.9,1976.6,"Oslo Holmenkollen",330,50,45,437,"4.2.1995","Packed",0,3.6,"Mostly Cloudy",1,6.3239906910857,21.1178082191781,"Aboard"
"16-3-13","15-16","M","C","PIDHRUSHNA Olena","UKR",18,19,2227.7,1951.2,"Oslo Holmenkollen",330,50,45,437,"9.1.1987","Packed",0,3.6,"Mostly Cloudy",2,6.40631406314063,29.1945205479452,"Aboard"
"16-3-13","15-16","M","C","GUZIK Krystyna","POL",19,14,2228.8,1931,"Oslo Holmenkollen",330,50,45,437,"16.8.1983","Packed",0,3.6,"Mostly Cloudy",3,6.47332988089073,32.5973744292237,"Aboard"
"16-3-13","15-16","M","C","WIERER Dorothea","ITA",20,9,2240.1,1911.3,"Oslo Holmenkollen",330,50,45,437,"3.4.1990","Packed",0,3.6,"Mostly Cloudy",5,6.54005127400199,25.9617579908676,"Aboard"
"16-3-13","15-16","M","C","HAUSER Lisa Theresa","AUT",21,26,2243.2,1982.5,"Oslo Holmenkollen",330,50,45,437,"16.12.1993","Packed",0,3.6,"Mostly Cloudy",2,6.30517023959647,22.2547945205479,"Aboard"
"16-3-13","15-16","M","C","VISHNEVSKAYA Galina","KAZ",22,24,2252.4,1982,"Oslo Holmenkollen",330,50,45,437,"10.2.1994","Packed",0,3.6,"Mostly Cloudy",1,6.30676084762866,22.1013698630137,"Aboard"
"16-3-13","15-16","M","C","GWIZDON Magdalena","POL",23,20,2257.8,1972.1,"Oslo Holmenkollen",330,50,45,437,"4.8.1979","Packed",0,3.6,"Mostly Cloudy",2,6.33842097256731,36.6328767123288,"Aboard"
"16-3-13","15-16","M","C","ECKHOFF Tiril","NOR",24,13,2266.7,1922.8,"Oslo Holmenkollen",330,50,45,437,"21.5.1990","Packed",0,3.6,"Mostly Cloudy",5,6.50093613480341,25.8302511415525,"Home"
"16-3-13","15-16","M","C","DZHIMA Yuliia","UKR",25,21,2280.6,1972.9,"Oslo Holmenkollen",330,50,45,437,"19.9.1990","Packed",0,3.6,"Mostly Cloudy",3,6.33585077804248,25.4987442922374,"Aboard"
"16-3-13","15-16","M","C","SEMERENKO Valj","UKR",26,27,2306.7,2007.1,"Oslo Holmenkollen",330,50,45,437,"18.1.1986","Packed",0,3.6,"Mostly Cloudy",3,6.22789098699616,30.1698630136986,"Aboard"
"16-3-13","15-16","M","C","DREISSIGACKER Hannah","USA",27,25,2323.9,1982.2,"Oslo Holmenkollen",330,50,45,437,"2.12.1986","Packed",0,3.6,"Mostly Cloudy",4,6.30612450812229,29.2986301369863,"Aboard"
"16-3-13","15-16","M","C","BRORSSON Mona","SWE",28,29,2331.3,2039.4,"Oslo Holmenkollen",330,50,45,437,"28.3.1990","Packed",0,3.6,"Mostly Cloudy",2,6.12925370206924,25.978196347032,"Aboard"
"16-3-13","15-16","M","C","ANDERSSON Ingela","SWE",29,28,2353.9,2029.9,"Oslo Holmenkollen",330,50,45,437,"16.7.1991","Packed",0,3.6,"Mostly Cloudy",4,6.15793881471994,24.6768264840183,"Aboard"
"16-3-13","15-16","M","C","CHEVALIER Anais","FRA",30,30,2485,2072.1,"Oslo Holmenkollen",330,50,45,437,"12.2.1993","Packed",0,3.6,"Mostly Cloudy",7,6.03252738767434,23.0958904109589,"Aboard"
"16-1-16","15-16","M","W","KOUKALOVA Gabriela","CZE",1,8,2473.2,2230.9,"Ruhpolding",714,26,18,410,"1.11.1989","Packed powder",0,-2.7,"Snow",0,5.60311981711417,26.2246575342466,"Aboard"
"16-1-16","15-16","M","W","HILDEBRAND Franziska","GER",2,4,2487.1,2213.7,"Ruhpolding",714,26,18,410,"24.3.1987","Packed powder",0,-2.7,"Snow",1,5.64665492162443,28.8356164383562,"Home"
"16-1-16","15-16","M","W","DAHLMEIER Laura","GER",3,3,2497.6,2202.4,"Ruhpolding",714,26,18,410,"22.8.1993","Packed powder",0,-2.7,"Snow",2,5.67562658917544,22.4165525114155,"Home"
"16-1-16","15-16","M","W","ECKHOFF Tiril","NOR",4,2,2505.4,2198.2,"Ruhpolding",714,26,18,410,"21.5.1990","Packed powder",0,-2.7,"Snow",2,5.68647074879447,25.6740867579909,"Aboard"
"16-1-16","15-16","M","W","HAMMERSCHMIDT Maren","GER",5,7,2511.1,2230.8,"Ruhpolding",714,26,18,410,"24.10.1989","Packed powder",0,-2.7,"Snow",2,5.60337098798637,26.2465753424658,"Home"
"16-1-16","15-16","M","W","SKARDINO Nadezhda","BLR",6,10,2513.2,2236.7,"Ruhpolding",714,26,18,410,"27.3.1985","Packed powder",0,-2.7,"Snow",1,5.58859033397416,30.827397260274,"Aboard"
"16-1-16","15-16","M","W","DZHIMA Yuliia","UKR",7,12,2526.8,2244.6,"Ruhpolding",714,26,18,410,"19.9.1990","Packed powder",0,-2.7,"Snow",2,5.56892096587365,25.3425799086758,"Aboard"
"16-1-16","15-16","M","W","WIERER Dorothea","ITA",8,13,2534.7,2259.4,"Ruhpolding",714,26,18,410,"3.4.1990","Packed powder",0,-2.7,"Snow",2,5.532442241303,25.8055936073059,"Aboard"
"16-1-16","15-16","M","W","DORIN HABERT Marie","FRA",9,1,2548.7,2179.9,"Ruhpolding",714,26,18,410,"19.6.1986","Packed powder",0,-2.7,"Snow",5,5.73420799119226,29.5973744292237,"Aboard"
"16-1-16","15-16","M","W","OBERHOFER Karin","ITA",10,20,2554.2,2274.2,"Ruhpolding",714,26,18,410,"3.11.1985","Packed powder",0,-2.7,"Snow",1,5.49643830797643,30.2219178082192,"Aboard"
"16-1-16","15-16","M","W","GUZIK Krystyna","POL",11,11,2557.2,2238.5,"Ruhpolding",714,26,18,410,"16.8.1983","Packed powder",0,-2.7,"Snow",3,5.5840964931874,32.4412100456621,"Aboard"
"16-1-16","15-16","M","W","PODCHUFAROVA Olga","RUS",12,18,2560.4,2267.3,"Ruhpolding",714,26,18,410,"5.8.1992","Packed powder",0,-2.7,"Snow",2,5.5131654390685,23.4631278538813,"Aboard"
"16-1-16","15-16","M","W","GASPARIN Selina","SUI",13,6,2565.3,2227.7,"Ruhpolding",714,26,18,410,"3.4.1984","Packed powder",0,-2.7,"Snow",3,5.61116846972214,31.8083333333333,"Aboard"
"16-1-16","15-16","M","W","GWIZDON Magdalena","POL",14,14,2571,2260.6,"Ruhpolding",714,26,18,410,"4.8.1979","Packed powder",0,-2.7,"Snow",2,5.52950544103335,36.4767123287671,"Aboard"
"16-1-16","15-16","M","W","PIDHRUSHNA Olena","UKR",15,16,2580.8,2262.6,"Ruhpolding",714,26,18,410,"9.1.1987","Packed powder",0,-2.7,"Snow",2,5.52461769645541,29.0383561643836,"Aboard"
"16-1-16","15-16","M","W","GOESSNER Miriam","GER",16,5,2584.3,2220.6,"Ruhpolding",714,26,18,410,"21.6.1990","Packed powder",0,-2.7,"Snow",5,5.62910924975232,25.5891552511416,"Home"
"16-1-16","15-16","M","W","HINZ Vanessa","GER",17,15,2594.6,2261.4,"Ruhpolding",714,26,18,410,"24.3.1992","Packed powder",0,-2.7,"Snow",3,5.52754930573981,23.8301369863014,"Home"
"16-1-16","15-16","M","W","SOLEMDAL Synnoeve","NOR",18,22,2601.8,2289.3,"Ruhpolding",714,26,18,410,"15.5.1989","Packed powder",0,-2.7,"Snow",2,5.46018433582318,26.6905251141552,"Aboard"
"16-1-16","15-16","M","W","CRAWFORD Rosanna","CAN",19,27,2609.7,2374,"Ruhpolding",714,26,18,410,"23.5.1988","Packed powder",0,-2.7,"Snow",1,5.2653748946925,27.6686073059361,"Aboard"
"16-1-16","15-16","M","W","BESCOND Anais","FRA",20,19,2613.7,2271.8,"Ruhpolding",714,26,18,410,"15.5.1987","Packed powder",0,-2.7,"Snow",4,5.5022449159257,28.6932648401826,"Aboard"
"16-1-16","15-16","M","W","HOJNISZ Monika","POL",21,17,2626.3,2264.2,"Ruhpolding",714,26,18,410,"27.8.1991","Packed powder",0,-2.7,"Snow",4,5.52071371786945,24.4055936073059,"Aboard"
"16-1-16","15-16","M","W","DUNKLEE Susan","USA",22,9,2633.9,2235.5,"Ruhpolding",714,26,18,410,"13.2.1986","Packed powder",0,-2.7,"Snow",6,5.59159024826661,29.9424657534247,"Aboard"
"16-1-16","15-16","M","W","PUSKARCIKOVA Eva","CZE",23,24,2636.4,2325.9,"Ruhpolding",714,26,18,410,"3.1.1991","Packed powder",0,-2.7,"Snow",2,5.37426372586956,25.0520547945205,"Aboard"
"16-1-16","15-16","M","W","ABRAMOVA Olga","UKR",24,21,2691.2,2278,"Ruhpolding",714,26,18,410,"15.9.1988","Packed powder",0,-2.7,"Snow",6,5.48726953467954,27.3535388127854,"Aboard"
"16-1-16","15-16","M","W","FIALKOVA Paulina","SVK",25,23,2700.6,2309.7,"Ruhpolding",714,26,18,410,"25.10.1992","Packed powder",0,-2.7,"Snow",5,5.41195826297788,23.241095890411,"Aboard"
"16-1-16","15-16","M","W","YURKEVICH Darya","BLR",26,25,2707.7,2345.4,"Ruhpolding",714,26,18,410,"6.3.1988","Packed powder",0,-2.7,"Snow",4,5.32958130809244,27.8821917808219,"Aboard"
"16-1-16","15-16","M","W","VISHNEVSKAYA Galina","KAZ",27,26,2727.1,2354,"Ruhpolding",714,26,18,410,"10.2.1994","Packed powder",0,-2.7,"Snow",4,5.31011045029737,21.9452054794521,"Aboard"
"16-1-16","15-16","M","W","VITKOVA Veronika","CZE",28,28,2758.4,2375.3,"Ruhpolding",714,26,18,410,"9.12.1988","Packed powder",0,-2.7,"Snow",5,5.26249315875889,27.1205479452055,"Aboard"
"15-12-20","15-16","M","W","MÄKÄRÄINEN Kaisa","FIN",1,1,2080.2,1834,"Pokljuka",1338,39,33,460,"11.1.1983","Hard",0,3,"Sunny",1,6.81570338058888,32.9616438356164,"Aboard"
"15-12-20","15-16","M","W","KOUKALOVA Gabriela","CZE",2,5,2092,1874.7,"Pokljuka",1338,39,33,460,"1.11.1989","Hard",0,3,"Sunny",0,6.66773350402731,26.1506849315068,"Aboard"
"15-12-20","15-16","M","W","PODCHUFAROVA Olga","RUS",3,16,2107.9,1902,"Pokljuka",1338,39,33,460,"5.8.1992","Hard",0,3,"Sunny",0,6.5720294426919,23.3891552511416,"Aboard"
"15-12-20","15-16","M","W","VITKOVA Veronika","CZE",4,7,2120.4,1885.2,"Pokljuka",1338,39,33,460,"9.12.1988","Hard",0,3,"Sunny",1,6.63059622321239,27.0465753424658,"Aboard"
"15-12-20","15-16","M","W","SKARDINO Nadezhda","BLR",5,13,2128.2,1899.3,"Pokljuka",1338,39,33,460,"27.3.1985","Hard",0,3,"Sunny",0,6.58137208445217,30.7534246575342,"Aboard"
"15-12-20","15-16","M","W","PIDHRUSHNA Olena","UKR",6,11,2130.7,1888.2,"Pokljuka",1338,39,33,460,"9.1.1987","Hard",0,3,"Sunny",1,6.62006143417011,28.9643835616438,"Aboard"
"15-12-20","15-16","M","W","DORIN HABERT Marie","FRA",7,3,2143,1859.9,"Pokljuka",1338,39,33,460,"19.6.1986","Hard",0,3,"Sunny",3,6.72079144040002,29.523401826484,"Aboard"
"15-12-20","15-16","M","W","HAUSER Lisa Theresa","AUT",8,28,2147.2,1948,"Pokljuka",1338,39,33,460,"16.12.1993","Hard",0,3,"Sunny",0,6.41683778234086,22.0246575342466,"Aboard"
"15-12-20","15-16","M","W","HINZ Vanessa","GER",9,8,2154.7,1886.1,"Pokljuka",1338,39,33,460,"24.3.1992","Hard",0,3,"Sunny",2,6.62743226764222,23.7561643835616,"Aboard"
"15-12-20","15-16","M","W","PREUSS Franziska","GER",10,18,2154.7,1906.7,"Pokljuka",1338,39,33,460,"11.3.1994","Hard",0,3,"Sunny",2,6.5558294435412,21.7917808219178,"Aboard"
"15-12-20","15-16","M","W","DAHLMEIER Laura","GER",11,4,2162.6,1865.3,"Pokljuka",1338,39,33,460,"22.8.1993","Hard",0,3,"Sunny",3,6.70133490591326,22.3425799086758,"Aboard"
"15-12-20","15-16","M","W","ECKHOFF Tiril","NOR",12,2,2164.2,1855.2,"Pokljuka",1338,39,33,460,"21.5.1990","Hard",0,3,"Sunny",4,6.73781802501078,25.6001141552511,"Aboard"
"15-12-20","15-16","M","W","PUSKARCIKOVA Eva","CZE",13,15,2164.2,1901.1,"Pokljuka",1338,39,33,460,"3.1.1991","Hard",0,3,"Sunny",2,6.57514070801115,24.9780821917808,"Aboard"
"15-12-20","15-16","M","W","HAMMERSCHMIDT Maren","GER",14,12,2167.2,1889.2,"Pokljuka",1338,39,33,460,"24.10.1989","Hard",0,3,"Sunny",3,6.61655727291975,26.172602739726,"Aboard"
"15-12-20","15-16","M","W","HOJNISZ Monika","POL",15,17,2175.7,1904.8,"Pokljuka",1338,39,33,460,"27.8.1991","Hard",0,3,"Sunny",2,6.56236875262495,24.3316210045662,"Aboard"
"15-12-20","15-16","M","W","FENNE Hilde","NOR",16,9,2180.4,1886.5,"Pokljuka",1338,39,33,460,"12.5.1993","Hard",0,3,"Sunny",4,6.6260270341903,22.6220319634703,"Aboard"
"15-12-20","15-16","M","W","HILDEBRAND Franziska","GER",17,10,2184.2,1888.1,"Pokljuka",1338,39,33,460,"24.3.1987","Hard",0,3,"Sunny",3,6.62041205444627,28.7616438356164,"Aboard"
"15-12-20","15-16","M","W","DZHIMA Yuliia","UKR",18,25,2185.9,1943.1,"Pokljuka",1338,39,33,460,"19.9.1990","Hard",0,3,"Sunny",1,6.43301940198652,25.2686073059361,"Aboard"
"15-12-20","15-16","M","W","BESCOND Anais","FRA",19,21,2202.6,1918.4,"Pokljuka",1338,39,33,460,"15.5.1987","Hard",0,3,"Sunny",3,6.51584653878232,28.6192922374429,"Aboard"
"15-12-20","15-16","M","W","WIERER Dorothea","ITA",20,22,2207.2,1922.8,"Pokljuka",1338,39,33,460,"3.4.1990","Hard",0,3,"Sunny",3,6.50093613480341,25.7316210045662,"Aboard"
"15-12-20","15-16","M","W","GUZIK Krystyna","POL",21,23,2213.6,1928,"Pokljuka",1338,39,33,460,"16.8.1983","Hard",0,3,"Sunny",3,6.48340248962656,32.3672374429224,"Aboard"
"15-12-20","15-16","M","W","DUNKLEE Susan","USA",22,20,2229.7,1915.1,"Pokljuka",1338,39,33,460,"13.2.1986","Hard",0,3,"Sunny",4,6.52707430421388,29.8684931506849,"Aboard"
"15-12-20","15-16","M","W","ABRAMOVA Olga","UKR",23,24,2260.4,1936.9,"Pokljuka",1338,39,33,460,"15.9.1988","Hard",0,3,"Sunny",4,6.45361144096236,27.2795662100457,"Aboard"
"15-12-20","15-16","M","W","OBERHOFER Karin","ITA",24,19,2264.6,1907.2,"Pokljuka",1338,39,33,460,"3.11.1985","Hard",0,3,"Sunny",6,6.55411073825503,30.1479452054795,"Aboard"
"15-12-20","15-16","M","W","SANFILIPPO Federica","ITA",25,14,2265,1899.4,"Pokljuka",1338,39,33,460,"24.10.1990","Hard",0,3,"Sunny",5,6.58102558702748,25.172602739726,"Aboard"
"15-12-20","15-16","M","W","VIROLAYNEN Daria","RUS",26,29,2276.8,1963,"Pokljuka",1338,39,33,460,"24.1.1989","Hard",0,3,"Sunny",4,6.36780438104941,26.9205479452055,"Aboard"
"15-12-20","15-16","M","W","GWIZDON Magdalena","POL",27,27,2297.2,1947.7,"Pokljuka",1338,39,33,460,"4.8.1979","Hard",0,3,"Sunny",5,6.41782615392514,36.4027397260274,"Aboard"
"15-12-20","15-16","M","W","CHARVATOVA Lucie","CZE",28,26,2298.9,1943.7,"Pokljuka",1338,39,33,460,"1.2.1993","Hard",0,3,"Sunny",6,6.4310335957195,22.8958904109589,"Aboard"
"15-12-20","15-16","M","W","SEMERENKO Valj","UKR",29,30,2335.8,2021.5,"Pokljuka",1338,39,33,460,"18.1.1986","Hard",0,3,"Sunny",4,6.18352708384863,29.9397260273973,"Aboard"
"15-12-20","15-16","M","W","GOESSNER Miriam","GER",30,6,2351.2,1875.7,"Pokljuka",1338,39,33,460,"21.6.1990","Hard",0,3,"Sunny",10,6.6641787066162,25.5151826484018,"Aboard"
"16-2-6","15-16","M","W","WIERER Dorothea","ITA",1,4,2210,1972.4,"Canmore",1420,31,20,375,"3.4.1990","Packed",-1.5,1.1,"Snow",1,6.33745690529304,25.8631278538813,"Aboard"
"16-2-6","15-16","M","W","DORIN HABERT Marie","FRA",2,3,2230.8,1965,"Canmore",1420,31,20,375,"19.6.1986","Packed",-1.5,1.1,"Snow",1,6.36132315521628,29.6549086757991,"Aboard"
"16-2-6","15-16","M","W","KOUKALOVA Gabriela","CZE",3,8,2260.3,1979.6,"Canmore",1420,31,20,375,"1.11.1989","Packed",-1.5,1.1,"Snow",1,6.31440695089917,26.2821917808219,"Aboard"
"16-2-6","15-16","M","W","MÄKÄRÄINEN Kaisa","FIN",4,1,2281,1939.1,"Canmore",1420,31,20,375,"11.1.1983","Packed",-1.5,1.1,"Snow",4,6.44628951575473,33.0931506849315,"Aboard"
"16-2-6","15-16","M","W","HILDEBRAND Franziska","GER",5,7,2283.5,1979.2,"Canmore",1420,31,20,375,"24.3.1987","Packed",-1.5,1.1,"Snow",2,6.31568310428456,28.8931506849315,"Aboard"
"16-2-6","15-16","M","W","BESCOND Anais","FRA",6,6,2284.4,1975.9,"Canmore",1420,31,20,375,"15.5.1987","Packed",-1.5,1.1,"Snow",3,6.32623108456906,28.750799086758,"Aboard"
"16-2-6","15-16","M","W","DAHLMEIER Laura","GER",7,9,2292.2,1980.3,"Canmore",1420,31,20,375,"22.8.1993","Packed",-1.5,1.1,"Snow",2,6.31217492299147,22.4740867579909,"Aboard"
"16-2-6","15-16","M","W","GOESSNER Miriam","GER",8,2,2296,1951,"Canmore",1420,31,20,375,"21.6.1990","Packed",-1.5,1.1,"Snow",4,6.40697078421322,25.6466894977169,"Aboard"
"16-2-6","15-16","M","W","VIROLAYNEN Daria","RUS",9,10,2306.9,1997.5,"Canmore",1420,31,20,375,"24.1.1989","Packed",-1.5,1.1,"Snow",3,6.25782227784731,27.0520547945205,"Aboard"
"16-2-6","15-16","M","W","PIDHRUSHNA Olena","UKR",10,14,2315.7,2015.8,"Canmore",1420,31,20,375,"9.1.1987","Packed",-1.5,1.1,"Snow",3,6.20101200515924,29.0958904109589,"Aboard"
"16-2-6","15-16","M","W","PREUSS Franziska","GER",11,15,2317,2021.2,"Canmore",1420,31,20,375,"11.3.1994","Packed",-1.5,1.1,"Snow",2,6.18444488422719,21.9232876712329,"Aboard"
"16-2-6","15-16","M","W","PUSKARCIKOVA Eva","CZE",12,25,2321.5,2068.6,"Canmore",1420,31,20,375,"3.1.1991","Packed",-1.5,1.1,"Snow",0,6.04273421637823,25.1095890410959,"Aboard"
"16-2-6","15-16","M","W","OLSBU Marte","NOR",13,11,2324.1,2002.2,"Canmore",1420,31,20,375,"7.12.1990","Packed",-1.5,1.1,"Snow",3,6.24313255419039,25.1835616438356,"Aboard"
"16-2-6","15-16","M","W","HAUSER Lisa Theresa","AUT",14,29,2339.3,2087.3,"Canmore",1420,31,20,375,"16.12.1993","Packed",-1.5,1.1,"Snow",1,5.98859770996023,22.1561643835616,"Aboard"
"16-2-6","15-16","M","W","AYMONIER Celia","FRA",15,5,2350,1975.2,"Canmore",1420,31,20,375,"5.8.1991","Packed",-1.5,1.1,"Snow",5,6.32847306601863,24.523401826484,"Aboard"
"16-2-6","15-16","M","W","KUMMER Luise","GER",16,23,2354.1,2058.1,"Canmore",1420,31,20,375,"29.6.1993","Packed",-1.5,1.1,"Snow",3,6.07356299499538,22.6220319634703,"Aboard"
"16-2-6","15-16","M","W","VARVYNETS Iryna","UKR",17,27,2357.7,2076,"Canmore",1420,31,20,375,"4.7.1992","Packed",-1.5,1.1,"Snow",2,6.02119460500963,23.6083333333333,"Aboard"
"16-2-6","15-16","M","W","VITKOVA Veronika","CZE",18,18,2378.3,2034.8,"Canmore",1420,31,20,375,"9.12.1988","Packed",-1.5,1.1,"Snow",4,6.14310988794968,27.1780821917808,"Aboard"
"16-2-6","15-16","M","W","YURLOVA-PERCHT Ekaterina","RUS",19,17,2380.5,2032.7,"Canmore",1420,31,20,375,"23.2.1985","Packed",-1.5,1.1,"Snow",5,6.1494563880553,30.972602739726,"Aboard"
"16-2-6","15-16","M","W","OBERHOFER Karin","ITA",20,12,2389.5,2010.2,"Canmore",1420,31,20,375,"3.11.1985","Packed",-1.5,1.1,"Snow",6,6.21828673763805,30.2794520547945,"Aboard"
"16-2-6","15-16","M","W","TACHIZAKI Fuyuko","JPN",21,26,2392.2,2071.3,"Canmore",1420,31,20,375,"13.1.1989","Packed",-1.5,1.1,"Snow",3,6.03485733597258,27.0821917808219,"Aboard"
"16-2-6","15-16","M","W","BENDIKA Baiba","LAT",22,20,2404.8,2052.5,"Canmore",1420,31,20,375,"27.6.1991","Packed",-1.5,1.1,"Snow",4,6.09013398294762,24.6302511415525,"Aboard"
"16-2-6","15-16","M","W","HORCHLER Karolin","GER",23,22,2408.8,2055.8,"Canmore",1420,31,20,375,"9.5.1989","Packed",-1.5,1.1,"Snow",4,6.08035801147972,26.764497716895,"Aboard"
"16-2-6","15-16","M","W","GUZIK Krystyna","POL",24,16,2414.2,2028.8,"Canmore",1420,31,20,375,"16.8.1983","Packed",-1.5,1.1,"Snow",6,6.16127760252366,32.4987442922374,"Aboard"
"16-2-6","15-16","M","W","BRAISAZ Justine","FRA",25,21,2425,2054.6,"Canmore",1420,31,20,375,"4.7.1996","Packed",-1.5,1.1,"Snow",5,6.08390927674487,19.6055936073059,"Aboard"
"16-2-6","15-16","M","W","GWIZDON Magdalena","POL",26,24,2448.7,2063.3,"Canmore",1420,31,20,375,"4.8.1979","Packed",-1.5,1.1,"Snow",5,6.05825619153783,36.5342465753425,"Aboard"
"16-2-6","15-16","M","W","SANFILIPPO Federica","ITA",27,13,2464.8,2013.9,"Canmore",1420,31,20,375,"24.10.1990","Packed",-1.5,1.1,"Snow",7,6.20686230696658,25.3041095890411,"Aboard"
"16-2-6","15-16","M","W","HOJNISZ Monika","POL",28,19,2482.3,2049.3,"Canmore",1420,31,20,375,"27.8.1991","Packed",-1.5,1.1,"Snow",7,6.0996437808032,24.4631278538813,"Aboard"
"16-2-6","15-16","M","W","GASPARIN Selina","SUI",29,30,2527.7,2092.6,"Canmore",1420,31,20,375,"3.4.1984","Packed",-1.5,1.1,"Snow",7,5.97343018254803,31.8658675799087,"Aboard"
"16-2-6","15-16","M","W","DUNKLEE Susan","USA",30,28,2594.9,2081.2,"Canmore",1420,31,20,375,"13.2.1986","Packed",-1.5,1.1,"Snow",10,6.00615029790506,30,"Aboard"
"16-12-18","16-17","M","W","KOUKALOVA Gabriela","CZE",1,5,2082.1,1824.5,"Nové Mesto",605,46,28,420,"1.11.1989","Granular",0,2.8,"Rain Snow",1,6.85119210742669,27.1479452054795,"Home"
"16-12-18","16-17","M","W","DAHLMEIER Laura","GER",2,1,2085.2,1792.4,"Nové Mesto",605,46,28,420,"22.8.1993","Granular",0,2.8,"Rain Snow",2,6.97388975675072,23.3398401826484,"Aboard"
"16-12-18","16-17","M","W","WIERER Dorothea","ITA",3,14,2091.8,1853.1,"Nové Mesto",605,46,28,420,"3.4.1990","Granular",0,2.8,"Rain Snow",1,6.74545356429766,26.7288812785388,"Aboard"
"16-12-18","16-17","M","W","HINZ Vanessa","GER",4,11,2097.6,1841.3,"Nové Mesto",605,46,28,420,"24.3.1992","Granular",0,2.8,"Rain Snow",1,6.78868190952045,24.7534246575342,"Aboard"
"16-12-18","16-17","M","W","OLSBU Marte","NOR",5,9,2103.7,1839.3,"Nové Mesto",605,46,28,420,"7.12.1990","Granular",0,2.8,"Rain Snow",2,6.79606371989344,26.0493150684932,"Aboard"
"16-12-18","16-17","M","W","PREUSS Franziska","GER",6,13,2108.9,1848.4,"Nové Mesto",605,46,28,420,"11.3.1994","Granular",0,2.8,"Rain Snow",2,6.76260549664575,22.7890410958904,"Aboard"
"16-12-18","16-17","M","W","DORIN HABERT Marie","FRA",7,6,2115.3,1825,"Nové Mesto",605,46,28,420,"19.6.1986","Granular",0,2.8,"Rain Snow",2,6.84931506849315,30.5206621004566,"Aboard"
"16-12-18","16-17","M","W","MÄKÄRÄINEN Kaisa","FIN",8,2,2122,1810.3,"Nové Mesto",605,46,28,420,"11.1.1983","Granular",0,2.8,"Rain Snow",3,6.90493288405237,33.958904109589,"Aboard"
"16-12-18","16-17","M","W","HAUSER Lisa Theresa","AUT",9,17,2125.2,1869.8,"Nové Mesto",605,46,28,420,"16.12.1993","Granular",0,2.8,"Rain Snow",2,6.68520697400792,23.0219178082192,"Aboard"
